"taxon","genus","tribe","subfamily","family","order","class"
"Cercopithecus_ascanius","Cercopithecus",,"Cercopithecinae","Cercopithecidae","Primates","Mammalia"
"Cercopithecus_petaurista","Cercopithecus",,"Cercopithecinae","Cercopithecidae","Primates","Mammalia"
"Cercopithecus_erythrogaster","Cercopithecus",,"Cercopithecinae","Cercopithecidae","Primates","Mammalia"
"Cercopithecus_cephus","Cercopithecus",,"Cercopithecinae","Cercopithecidae","Primates","Mammalia"
"Cercopithecus_preussi","Cercopithecus",,"Cercopithecinae","Cercopithecidae","Primates","Mammalia"
"Cercopithecus_lhoesti","Cercopithecus",,"Cercopithecinae","Cercopithecidae","Primates","Mammalia"
"Erythrocebus_patas","Erythrocebus",,"Cercopithecinae","Cercopithecidae","Primates","Mammalia"
"Cercopithecus_dryas","Cercopithecus",,"Cercopithecinae","Cercopithecidae","Primates","Mammalia"
"Chlorocebus_cynosuros","Chlorocebus",,"Cercopithecinae","Cercopithecidae","Primates","Mammalia"
"Chlorocebus_djamdjamensis","Chlorocebus",,"Cercopithecinae","Cercopithecidae","Primates","Mammalia"
"Chlorocebus_tantalus","Chlorocebus",,"Cercopithecinae","Cercopithecidae","Primates","Mammalia"
"Chlorocebus_aethiops","Chlorocebus",,"Cercopithecinae","Cercopithecidae","Primates","Mammalia"
"Chlorocebus_pygerythrus","Chlorocebus",,"Cercopithecinae","Cercopithecidae","Primates","Mammalia"
"Chlorocebus_sabaeus","Chlorocebus",,"Cercopithecinae","Cercopithecidae","Primates","Mammalia"
"Cercopithecus_solatus","Cercopithecus",,"Cercopithecinae","Cercopithecidae","Primates","Mammalia"
"Miopithecus_talapoin","Miopithecus",,"Cercopithecinae","Cercopithecidae","Primates","Mammalia"
"Miopithecus_ogouensis","Miopithecus",,"Cercopithecinae","Cercopithecidae","Primates","Mammalia"
"Allenopithecus_nigroviridis","Allenopithecus",,"Cercopithecinae","Cercopithecidae","Primates","Mammalia"
"Cynocephalus_volans","Cynocephalus",,,"Cynocephalidae","Dermoptera","Mammalia"
