Taxon,Scientific_Name,Endemic,Genus,Species,Subspecies,Class,Order,Family,GBIF_id,POW_Name
Abies alba,Abies alba Mill.,FALSE,Abies,alba,,Pinopsida,Pinales,Pinaceae,2685484,Abies alba
Abies pinsapo,Abies pinsapo Boiss.,TRUE,Abies,pinsapo,,Pinopsida,Pinales,Pinaceae,2685464,Abies pinsapo
Acer campestre,Acer campestre L.,FALSE,Acer,campestre,,Magnoliopsida,Sapindales,Sapindaceae,3189863,Acer campestre
Acer monspessulanum monspessulanum,Acer monspessulanum monspessulanum L.,FALSE,Acer,monspessulanum,monspessulanum,Magnoliopsida,Sapindales,Sapindaceae,7344624,Acer monspessulanum
Acer opalus granatense,Acer opalus granatense (Boiss.) Font Quer & Rothm.,FALSE,Acer,opalus,granatense,Magnoliopsida,Sapindales,Sapindaceae,8013467,Acer granatense
Acer opalus opalus,Acer opalus opalus Mill.,FALSE,Acer,opalus,opalus,Magnoliopsida,Sapindales,Sapindaceae,7221294,Acer opalus
Acer platanoides,Acer platanoides L.,FALSE,Acer,platanoides,,Magnoliopsida,Sapindales,Sapindaceae,3189846,Acer platanoides
Acer pseudoplatanus,Acer pseudoplatanus L.,FALSE,Acer,pseudoplatanus,,Magnoliopsida,Sapindales,Sapindaceae,3189870,Acer pseudoplatanus
Aceras anthropophorum,Aceras anthropophorum (L.) W.T. Aiton,FALSE,Aceras,anthropophorum,,Magnoliopsida,Asparagales,Orchidaceae,7495045,Orchis anthropophora
Achillea ageratum,Achillea ageratum L.,FALSE,Achillea,ageratum,,Magnoliopsida,Asterales,Asteraceae,3120391,Achillea ageratum
Achillea ceretanica,Achillea ceretanica (Sennen) I.Soriano,TRUE,Achillea,ceretanica,,Magnoliopsida,Asterales,Asteraceae,9544507,Achillea ceretanica
Achillea chamaemelifolia,Achillea chamaemelifolia Pourr.,TRUE,Achillea,chamaemelifolia,,Magnoliopsida,Asterales,Asteraceae,3120253,Achillea chamaemelifolia
Achillea millefolium,Achillea millefolium L.,FALSE,Achillea,millefolium,,Magnoliopsida,Asterales,Asteraceae,3120060,Achillea millefolium
Achillea odorata,Achillea odorata L.,FALSE,Achillea,odorata,,Magnoliopsida,Asterales,Asteraceae,7674113,Achillea odorata
Achillea pyrenaica,Achillea pyrenaica Sibth. ex Godr.,FALSE,Achillea,pyrenaica,,Magnoliopsida,Asterales,Asteraceae,3120053,Achillea pyrenaica
Achillea santolinoides,Achillea santolinoides Lag.,FALSE,Achillea,santolinoides,,Magnoliopsida,Asterales,Asteraceae,3120235,Achillea santolinoides
Achillea tomentosa,Achillea tomentosa L.,FALSE,Achillea,tomentosa,,Magnoliopsida,Asterales,Asteraceae,7787053,Achillea tomentosa
Achnatherum bromoides,Achnatherum bromoides (L.) P.Beauv.,FALSE,Achnatherum,bromoides,,Magnoliopsida,Poales,Poaceae,4142335,Achnatherum bromoides
Achnatherum calamagrostis,Achnatherum calamagrostis P.Beauv.,FALSE,Achnatherum,calamagrostis,,Magnoliopsida,Poales,Poaceae,4142326,Achnatherum calamagrostis
Achyrophorus rutea,Achyrophorus rutea (Talavera) Talavera,FALSE,Achyrophorus,rutea,,Magnoliopsida,Asterales,Asteraceae,160204821,Hypochaeris rutea
Achyrophorus stuessyi,"Achyrophorus stuessyi F.J.Jiménez, M.Ángeles & M.Talavera",FALSE,Achyrophorus,stuessyi,,Magnoliopsida,Asterales,Asteraceae,160204826,----
Achyrophorus valdesii,"Achyrophorus valdesii F.J.Jiménez, M.Ángeles & M.Talavera",FALSE,Achyrophorus,valdesii,,Magnoliopsida,Asterales,Asteraceae,160204827,Hypochaeris achyrophorus
Acinos alpinus,Acinos alpinus (L.) Moench,FALSE,Acinos,alpinus,,Magnoliopsida,Lamiales,Lamiaceae,7308311,Clinopodium alpinum
Acinos arvensis,Acinos arvensis (Lam.) Dandy,FALSE,Acinos,arvensis,,Magnoliopsida,Lamiales,Lamiaceae,2927116,Clinopodium acinos
Acinos rotundifolius,Acinos rotundifolius Pers.,FALSE,Acinos,rotundifolius,,Magnoliopsida,Lamiales,Lamiaceae,3894899,Clinopodium graveolens subsp. rotundifolium
Aconitum anthora,Aconitum anthora L.,FALSE,Aconitum,anthora,,Magnoliopsida,Ranunculales,Ranunculaceae,3033670,Aconitum anthora
Aconitum burnatii,Aconitum burnatii Gáyer,FALSE,Aconitum,burnatii,,Magnoliopsida,Ranunculales,Ranunculaceae,8189059,Aconitum burnatii
Aconitum napellus castellanum,Aconitum napellus castellanum Molero & C. Blanché,TRUE,Aconitum,napellus,castellanum,Magnoliopsida,Ranunculales,Ranunculaceae,3922782,Aconitum napellus subsp. castellanum
Aconitum napellus lusitanicum,Aconitum napellus lusitanicum Rouy,FALSE,Aconitum,napellus,lusitanicum,Magnoliopsida,Ranunculales,Ranunculaceae,7707872,Aconitum napellus
Aconitum napellus vulgare,Aconitum napellus vulgare Rouy & Foucaud,FALSE,Aconitum,napellus,vulgare,Magnoliopsida,Ranunculales,Ranunculaceae,7410168,Aconitum napellus
Aconitum variegatum pyrenaicum,Aconitum variegatum pyrenaicum Vivant & Delay,TRUE,Aconitum,variegatum,pyrenaicum,Magnoliopsida,Ranunculales,Ranunculaceae,3921224,Aconitum variegatum subsp. pyrenaicum
Aconitum vulparia neapolitanum,Aconitum vulparia neapolitanum (Ten.) Muñoz Garm.,FALSE,Aconitum,vulparia,neapolitanum,Magnoliopsida,Ranunculales,Ranunculaceae,8232925,Aconitum lamarckii
Actaea spicata,Actaea spicata L.,FALSE,Actaea,spicata,,Magnoliopsida,Ranunculales,Ranunculaceae,5371473,Actaea spicata
Adenocarpus anisochilus,Adenocarpus anisochilus Boiss.,TRUE,Adenocarpus,anisochilus,,Magnoliopsida,Fabales,Fabaceae,7302049,Adenocarpus hispanicus
Adenocarpus argyrophyllus,Adenocarpus argyrophyllus (Rivas Goday) Caball.,TRUE,Adenocarpus,argyrophyllus,,Magnoliopsida,Fabales,Fabaceae,2951636,Adenocarpus argyrophyllus
Adenocarpus aureus,Adenocarpus aureus (Cav.) Pau,TRUE,Adenocarpus,aureus,,Magnoliopsida,Fabales,Fabaceae,7302045,Adenocarpus complicatus subsp. aureus
Adenocarpus complicatus,Adenocarpus complicatus (L.) J. Gay,FALSE,Adenocarpus,complicatus,,Magnoliopsida,Fabales,Fabaceae,2951647,Adenocarpus complicatus
Adenocarpus decorticans,Adenocarpus decorticans Boiss.,FALSE,Adenocarpus,decorticans,,Magnoliopsida,Fabales,Fabaceae,2951626,Adenocarpus decorticans
Adenocarpus desertorum,Adenocarpus desertorum Castrov.,TRUE,Adenocarpus,desertorum,,Magnoliopsida,Fabales,Fabaceae,3970595,Adenocarpus desertorum
Adenocarpus gibbsianus,Adenocarpus gibbsianus Castrov. & Talavera,TRUE,Adenocarpus,gibbsianus,,Magnoliopsida,Fabales,Fabaceae,3970584,Adenocarpus complicatus subsp. aureus
Adenocarpus hispanicus,Adenocarpus hispanicus (Lam.) DC.,TRUE,Adenocarpus,hispanicus,,Magnoliopsida,Fabales,Fabaceae,2951633,Adenocarpus hispanicus
Adenocarpus lainzii,Adenocarpus lainzii (Castrov.) Castrov.,TRUE,Adenocarpus,lainzii,,Magnoliopsida,Fabales,Fabaceae,3970553,Adenocarpus complicatus subsp. lainzii
Adenocarpus telonensis,Adenocarpus telonensis (Loisel.) DC.,FALSE,Adenocarpus,telonensis,,Magnoliopsida,Fabales,Fabaceae,2951631,Adenocarpus telonensis
Adenostyles alliariae,Adenostyles alliariae (Gouan) Kern.,FALSE,Adenostyles,alliariae,,Magnoliopsida,Asterales,Asteraceae,3133702,Adenostyles alliariae
Adenostyles alpina pyrenaica,Adenostyles alpina pyrenaica (Lange) Dillenb. & Kadereit,TRUE,Adenostyles,alpina,pyrenaica,Magnoliopsida,Asterales,Asteraceae,7483174,Adenostyles alpina subsp. pyrenaica
Adiantum capillus-veneris,Adiantum capillus-veneris L.,FALSE,Adiantum,capillus-veneris,,Polypodiopsida,Polypodiales,Pteridaceae,2651816,Adiantum capillus-veneris
Adonis aestivalis aestivalis,Adonis aestivalis aestivalis L.,FALSE,Adonis,aestivalis,aestivalis,Magnoliopsida,Ranunculales,Ranunculaceae,7277946,Adonis aestivalis
Adonis aestivalis squarrosa,Adonis aestivalis squarrosa (Steven) Nyman,FALSE,Adonis,aestivalis,squarrosa,Magnoliopsida,Ranunculales,Ranunculaceae,7777907,Adonis aestivalis subsp. squarrosa
Adonis annua,Adonis annua L.,FALSE,Adonis,annua,,Magnoliopsida,Ranunculales,Ranunculaceae,5371709,Adonis annua
Adonis flammea,Adonis flammea Jacq.,FALSE,Adonis,flammea,,Magnoliopsida,Ranunculales,Ranunculaceae,8246651,Adonis flammea
Adonis microcarpa,Adonis microcarpa DC.,FALSE,Adonis,microcarpa,,Magnoliopsida,Ranunculales,Ranunculaceae,5616463,Adonis microcarpa
Adonis pyrenaica,Adonis pyrenaica DC.,FALSE,Adonis,pyrenaica,,Magnoliopsida,Ranunculales,Ranunculaceae,8158904,Adonis pyrenaica
Adonis vernalis,Adonis vernalis L.,FALSE,Adonis,vernalis,,Magnoliopsida,Ranunculales,Ranunculaceae,5371711,Adonis vernalis
Aegilops biuncialis,Aegilops biuncialis Vis.,FALSE,Aegilops,biuncialis,,Magnoliopsida,Poales,Poaceae,5289796,Aegilops biuncialis
Aegilops geniculata,Aegilops geniculata Roth,FALSE,Aegilops,geniculata,,Magnoliopsida,Poales,Poaceae,5289781,Aegilops geniculata
Aegilops neglecta,Aegilops neglecta Req. ex Bertol.,FALSE,Aegilops,neglecta,,Magnoliopsida,Poales,Poaceae,4138080,Aegilops neglecta
Aegilops triuncialis,Aegilops triuncialis L.,FALSE,Aegilops,triuncialis,,Magnoliopsida,Poales,Poaceae,5289793,Aegilops triuncialis
Aegilops ventricosa,Aegilops ventricosa Tausch,FALSE,Aegilops,ventricosa,,Magnoliopsida,Poales,Poaceae,5289791,Aegilops ventricosa
Aegonychon gastoni,Aegonychon gastoni (Benth.) J. Holub,TRUE,Aegonychon,gastoni,,Magnoliopsida,Boraginales,Boraginaceae,4063975,Glandora gastonii
Aegonychon purpurocaeruleum,Aegonychon purpurocaeruleum (L.) J. Holub,FALSE,Aegonychon,purpurocaeruleum,,Magnoliopsida,Boraginales,Boraginaceae,4063960,Aegonychon purpurocaeruleum
Aegopodium podagraria,Aegopodium podagraria L.,FALSE,Aegopodium,podagraria,,Magnoliopsida,Apiales,Apiaceae,3034620,Aegopodium podagraria
Aeluropus littoralis,Aeluropus littoralis (Gouan) Parl.,FALSE,Aeluropus,littoralis,,Magnoliopsida,Poales,Poaceae,4136390,Aeluropus littoralis
Aethionema marginatum,Aethionema marginatum (Lapeyr.) Montemurro,FALSE,Aethionema,marginatum,,Magnoliopsida,Brassicales,Brassicaceae,3051112,Aethionema saxatile subsp. ovalifolium
Aethionema monospermum,Aethionema monospermum R. Br.,TRUE,Aethionema,monospermum,,Magnoliopsida,Brassicales,Brassicaceae,7616821,----
Aethionema saxatile,Aethionema saxatile (L.) R. Br.,FALSE,Aethionema,saxatile,,Magnoliopsida,Brassicales,Brassicaceae,3051094,Aethionema saxatile
Aethionema thomasianum,Aethionema thomasianum J. Gay,FALSE,Aethionema,thomasianum,,Magnoliopsida,Brassicales,Brassicaceae,3051121,Aethionema thomasianum
Aethusa cynapium cynapium,Aethusa cynapium cynapium L.,FALSE,Aethusa,cynapium,cynapium,Magnoliopsida,Apiales,Apiaceae,7224084,Aethusa cynapium
Agrimonia eupatoria eupatoria,Agrimonia eupatoria eupatoria L.,FALSE,Agrimonia,eupatoria,eupatoria,Magnoliopsida,Rosales,Rosaceae,7608935,Agrimonia eupatoria
Agrimonia eupatoria grandis,Agrimonia eupatoria grandis (Andrz. ex Asch. & Graebn.) Bornm.,FALSE,Agrimonia,eupatoria,grandis,Magnoliopsida,Rosales,Rosaceae,7937707,Agrimonia grandis
Agrimonia procera,Agrimonia procera Wallr.,FALSE,Agrimonia,procera,,Magnoliopsida,Rosales,Rosaceae,3002121,Agrimonia procera
Agropyron cristatum,Agropyron cristatum (L.) Gaertn.,FALSE,Agropyron,cristatum,,Magnoliopsida,Poales,Poaceae,2705196,Agropyron cristatum
Agrostis alpina,Agrostis alpina Scop.,FALSE,Agrostis,alpina,,Magnoliopsida,Poales,Poaceae,4126789,Agrostis alpina
Agrostis barceloi,Agrostis barceloi L. Sáez & Rosselló ,TRUE,Agrostis,barceloi,,Magnoliopsida,Poales,Poaceae,4126120,Agrostis barceloi
Agrostis canina canina,Agrostis canina canina L.,FALSE,Agrostis,canina,canina,Magnoliopsida,Poales,Poaceae,6084680,Agrostis canina
Agrostis canina granatensis,"Agrostis canina granatensis Romero García, Blanca & C.Morales",TRUE,Agrostis,canina,granatensis,Magnoliopsida,Poales,Poaceae,4125313,Agrostis canina
Agrostis capillaris,Agrostis capillaris L.,FALSE,Agrostis,capillaris,,Magnoliopsida,Poales,Poaceae,2706490,Agrostis capillaris
Agrostis castellana,Agrostis castellana Boiss. & Reut.,FALSE,Agrostis,castellana,,Magnoliopsida,Poales,Poaceae,2706501,Agrostis castellana
Agrostis curtisii,Agrostis curtisii Kerguélen,FALSE,Agrostis,curtisii,,Magnoliopsida,Poales,Poaceae,4124303,Agrostis curtisii
Agrostis gigantea,Agrostis gigantea Roth,FALSE,Agrostis,gigantea,,Magnoliopsida,Poales,Poaceae,2706541,Agrostis gigantea
Agrostis hesperica,"Agrostis hesperica Romero García, Blanca & C.Morales",TRUE,Agrostis,hesperica,,Magnoliopsida,Poales,Poaceae,4122278,Agrostis hesperica
Agrostis nevadensis,Agrostis nevadensis Boiss.,FALSE,Agrostis,nevadensis,,Magnoliopsida,Poales,Poaceae,4119379,Agrostis nevadensis
Agrostis rupestris,Agrostis rupestris All.,FALSE,Agrostis,rupestris,,Magnoliopsida,Poales,Poaceae,2706525,Agrostis rupestris
Agrostis schleicheri,Agrostis schleicheri Jord. & Verl.,FALSE,Agrostis,schleicheri,,Magnoliopsida,Poales,Poaceae,4116935,Agrostis schleicheri
Agrostis schraderiana,Agrostis schraderiana Bech.,FALSE,Agrostis,schraderiana,,Magnoliopsida,Poales,Poaceae,4116886,Agrostis schraderiana
Agrostis stolonifera,Agrostis stolonifera L.,FALSE,Agrostis,stolonifera,,Magnoliopsida,Poales,Poaceae,2706435,Agrostis stolonifera
Agrostis tileni,Agrostis tileni Nieto Fel. & Castrov.,TRUE,Agrostis,tileni,,Magnoliopsida,Poales,Poaceae,4115099,Agrostis tileni
Aira caryophyllea caryophyllea,Aira caryophyllea caryophyllea L.,FALSE,Aira,caryophyllea,caryophyllea,Magnoliopsida,Poales,Poaceae,5930997,Aira caryophyllea
Aira caryophyllea multiculmis,Aira caryophyllea multiculmis (Dumort.) Bonnier & Layens,FALSE,Aira,caryophyllea,multiculmis,Magnoliopsida,Poales,Poaceae,8287350,Aira caryophyllea
Aira cupaniana,Aira cupaniana Guss.,FALSE,Aira,cupaniana,,Magnoliopsida,Poales,Poaceae,5673288,Aira cupaniana
Aira elegans,Aira elegans Roem. & Schult,FALSE,Aira,elegans,,Magnoliopsida,Poales,Poaceae,7948459,Aira elegans
Aira hercynica,"Aira hercynica Romero Zarco, M.A.Ortiz & L.Sáez",TRUE,Aira,hercynica,,Magnoliopsida,Poales,Poaceae,----,----
Aira minoricensis,"Aira minoricensis P.Fraga, Romero Zarco & L.Sáez",TRUE,Aira,minoricensis,,Magnoliopsida,Poales,Poaceae,----,----
Aira praecox,Aira praecox L.,FALSE,Aira,praecox,,Magnoliopsida,Poales,Poaceae,5289582,Aira praecox
Aira tenorei,Aira tenorei Guss.,FALSE,Aira,tenorei,,Magnoliopsida,Poales,Poaceae,5672876,Agrostis capillaris
Aira uniaristata,Aira uniaristata Lag. & Rodr.,FALSE,Aira,uniaristata,,Magnoliopsida,Poales,Poaceae,7365693,Aira uniaristata
Airopsis tenella,Airopsis tenella Coss. & Durieu,FALSE,Airopsis,tenella,,Magnoliopsida,Poales,Poaceae,4109694,Airopsis tenella
Aizoon hispanicum,Aizoon hispanicum L.,FALSE,Aizoon,hispanicum,,Magnoliopsida,Caryophyllales,Aizoaceae,5554981,Aizoanthemopsis hispanica
Ajuga chamaepitys,Ajuga chamaepitys (L.) Schreb.,FALSE,Ajuga,chamaepitys,,Magnoliopsida,Lamiales,Lamiaceae,2927080,Ajuga chamaepitys
Ajuga iva,Ajuga iva (L.) Schreb.,FALSE,Ajuga,iva,,Magnoliopsida,Lamiales,Lamiaceae,7307171,Ajuga iva
Ajuga pyramidalis meonantha,Ajuga pyramidalis meonantha (Hoffmanns. & Link) R. Fern.,FALSE,Ajuga,pyramidalis,meonantha,Magnoliopsida,Lamiales,Lamiaceae,7594370,Ajuga pyramidalis subsp. meonantha
Ajuga pyramidalis pyramidalis,Ajuga pyramidalis pyramidalis L. ,FALSE,Ajuga,pyramidalis,pyramidalis,Magnoliopsida,Lamiales,Lamiaceae,7307067,Ajuga pyramidalis subsp. pyramidalis
Ajuga reptans,Ajuga reptans L.,FALSE,Ajuga,reptans,,Magnoliopsida,Lamiales,Lamiaceae,2927078,Ajuga reptans
Alchemilla acutiformis,Alchemilla acutiformis S.E. Fröhner,TRUE,Alchemilla,acutiformis,,Magnoliopsida,Rosales,Rosaceae,3027471,Alchemilla acutiformis
Alchemilla albinervia,Alchemilla albinervia S.E. Fröhner,TRUE,Alchemilla,albinervia,,Magnoliopsida,Rosales,Rosaceae,3028558,Alchemilla albinervia
Alchemilla alpigena,Alchemilla alpigena Buser ex Hegi,FALSE,Alchemilla,alpigena,,Magnoliopsida,Rosales,Rosaceae,3027980,Alchemilla alpigena
Alchemilla alpina,Alchemilla alpina L.,FALSE,Alchemilla,alpina,,Magnoliopsida,Rosales,Rosaceae,3027648,Alchemilla alpina
Alchemilla amphisericea,Alchemilla amphisericea Buser,FALSE,Alchemilla,amphisericea,,Magnoliopsida,Rosales,Rosaceae,8371635,Alchemilla amphisericea
Alchemilla angustata,Alchemilla angustata S.E.Fröhner,TRUE,Alchemilla,angustata,,Magnoliopsida,Rosales,Rosaceae,3028820,Alchemilla angustata
Alchemilla angustiserrata,Alchemilla angustiserrata S.E. Fröhner,TRUE,Alchemilla,angustiserrata,,Magnoliopsida,Rosales,Rosaceae,3028398,Alchemilla angustiserrata
Alchemilla aranica,Alchemilla aranica S.E. Fröhner,TRUE,Alchemilla,aranica,,Magnoliopsida,Rosales,Rosaceae,3028422,Alchemilla aranica
Alchemilla atriuscula,Alchemilla atriuscula S.E. Fröhner,TRUE,Alchemilla,atriuscula,,Magnoliopsida,Rosales,Rosaceae,3028951,Alchemilla atriuscula
Alchemilla atropurpurea,Alchemilla atropurpurea S.E. Fröhner,TRUE,Alchemilla,atropurpurea,,Magnoliopsida,Rosales,Rosaceae,3027439,Alchemilla atropurpurea
Alchemilla benasquensis,Alchemilla benasquensis S.E. Fröhner,TRUE,Alchemilla,benasquensis,,Magnoliopsida,Rosales,Rosaceae,3028574,Alchemilla benasquensis
Alchemilla borderei,Alchemilla borderei Buser ex S.E. Fröhner,TRUE,Alchemilla,borderei,,Magnoliopsida,Rosales,Rosaceae,3028538,Alchemilla borderei
Alchemilla burgensis,Alchemilla burgensis S.E. Fröhner,TRUE,Alchemilla,burgensis,,Magnoliopsida,Rosales,Rosaceae,3028442,Alchemilla burgensis
Alchemilla cadinensis,Alchemilla cadinensis Aymerich & L.Sáez ,TRUE,Alchemilla,cadinensis,,Magnoliopsida,Rosales,Rosaceae,8781661,Alchemilla cadinensis
Alchemilla catalaunica,Alchemilla catalaunica Rothm.,TRUE,Alchemilla,catalaunica,,Magnoliopsida,Rosales,Rosaceae,3027827,Alchemilla catalaunica
Alchemilla cataractarum,Alchemilla cataractarum S.E. Fröhner,FALSE,Alchemilla,cataractarum,,Magnoliopsida,Rosales,Rosaceae,3028835,Alchemilla cataractarum
Alchemilla colorata,Alchemilla colorata Buser,FALSE,Alchemilla,colorata,,Magnoliopsida,Rosales,Rosaceae,3027495,Alchemilla colorata
Alchemilla connivens,Alchemilla connivens Buser,FALSE,Alchemilla,connivens,,Magnoliopsida,Rosales,Rosaceae,3028082,Alchemilla connivens
Alchemilla coriacea,Alchemilla coriacea Buser,FALSE,Alchemilla,coriacea,,Magnoliopsida,Rosales,Rosaceae,3028252,Alchemilla coriacea
Alchemilla crenulata,Alchemilla crenulata S.E. Fröhner,TRUE,Alchemilla,crenulata,,Magnoliopsida,Rosales,Rosaceae,3028063,Alchemilla crenulata
Alchemilla demissa,Alchemilla demissa Buser,FALSE,Alchemilla,demissa,,Magnoliopsida,Rosales,Rosaceae,3027900,Alchemilla demissa
Alchemilla diluta,Alchemilla diluta S.E. Fröhner,TRUE,Alchemilla,diluta,,Magnoliopsida,Rosales,Rosaceae,3028849,Alchemilla diluta
Alchemilla effusa,Alchemilla effusa Buser,FALSE,Alchemilla,effusa,,Magnoliopsida,Rosales,Rosaceae,3028884,Alchemilla effusa
Alchemilla espotensis,Alchemilla espotensis S.E. Fröhner,TRUE,Alchemilla,espotensis,,Magnoliopsida,Rosales,Rosaceae,3028945,Alchemilla espotensis
Alchemilla fageti,Alchemilla fageti S.E.Fröhner,FALSE,Alchemilla,fageti,,Magnoliopsida,Rosales,Rosaceae,3028831,Alchemilla fagetii
Alchemilla fallax,Alchemilla fallax Buser,FALSE,Alchemilla,fallax,,Magnoliopsida,Rosales,Rosaceae,3027687,Alchemilla fallax
Alchemilla filicaulis,Alchemilla filicaulis Buser,FALSE,Alchemilla,filicaulis,,Magnoliopsida,Rosales,Rosaceae,3027485,Alchemilla filicaulis
Alchemilla fissa,Alchemilla fissa Günther & Schummel,FALSE,Alchemilla,fissa,,Magnoliopsida,Rosales,Rosaceae,3028424,Alchemilla fissa
Alchemilla flabellata,Alchemilla flabellata Buser,FALSE,Alchemilla,flabellata,,Magnoliopsida,Rosales,Rosaceae,3027735,Alchemilla flabellata
Alchemilla fontqueri,Alchemilla fontqueri Rothm.,TRUE,Alchemilla,fontqueri,,Magnoliopsida,Rosales,Rosaceae,7874168,Alchemilla fontqueri
Alchemilla frost-olsenii,Alchemilla frost-olsenii S.E. Fröhner,TRUE,Alchemilla,frost-olsenii,,Magnoliopsida,Rosales,Rosaceae,3028709,Alchemilla frost-olsenii
Alchemilla fulgens,Alchemilla fulgens Buser,TRUE,Alchemilla,fulgens,,Magnoliopsida,Rosales,Rosaceae,3028436,Alchemilla fulgens
Alchemilla fulgida,Alchemilla fulgida S.E. Fröhner,TRUE,Alchemilla,fulgida,,Magnoliopsida,Rosales,Rosaceae,3028636,Alchemilla fulgida
Alchemilla glabra,Alchemilla glabra Neygenf.,FALSE,Alchemilla,glabra,,Magnoliopsida,Rosales,Rosaceae,3027640,Alchemilla glabra
Alchemilla glaucescens,Alchemilla glaucescens Wallr.,FALSE,Alchemilla,glaucescens,,Magnoliopsida,Rosales,Rosaceae,3027452,Alchemilla glaucescens
Alchemilla glomerulans,Alchemilla glomerulans Buser,FALSE,Alchemilla,glomerulans,,Magnoliopsida,Rosales,Rosaceae,3028402,Alchemilla glomerulans
Alchemilla hispanica,Alchemilla hispanica S.E. Fröhner,TRUE,Alchemilla,hispanica,,Magnoliopsida,Rosales,Rosaceae,3027445,Alchemilla hispanica
Alchemilla hoppeaniformis,Alchemilla hoppeaniformis S.E. Fröhner,TRUE,Alchemilla,hoppeaniformis,,Magnoliopsida,Rosales,Rosaceae,3028043,Alchemilla hoppeaniformis
Alchemilla hypercycla,Alchemilla hypercycla S.E. Fröhner,TRUE,Alchemilla,hypercycla,,Magnoliopsida,Rosales,Rosaceae,3028918,Alchemilla hypercycla
Alchemilla ilerdensis,Alchemilla ilerdensis S.E. Fröhner,TRUE,Alchemilla,ilerdensis,,Magnoliopsida,Rosales,Rosaceae,3028931,Alchemilla ilerdensis
Alchemilla impedicellata,Alchemilla impedicellata S.E. Fröhner,TRUE,Alchemilla,impedicellata,,Magnoliopsida,Rosales,Rosaceae,3028644,Alchemilla impedicellata
Alchemilla inconcinna,Alchemilla inconcinna Buser,FALSE,Alchemilla,inconcinna,,Magnoliopsida,Rosales,Rosaceae,3028706,Alchemilla inconcinna
Alchemilla iniquiformis,Alchemilla iniquiformis S.E. Fröhner,TRUE,Alchemilla,iniquiformis,,Magnoliopsida,Rosales,Rosaceae,3028979,Alchemilla iniquiformis
Alchemilla iratiana,Alchemilla iratiana S.E. Fröhner,TRUE,Alchemilla,iratiana,,Magnoliopsida,Rosales,Rosaceae,3028590,Alchemilla iratiana
Alchemilla ischnocarpa,Alchemilla ischnocarpa S.E. Fröhner,TRUE,Alchemilla,ischnocarpa,,Magnoliopsida,Rosales,Rosaceae,3028666,Alchemilla ischnocarpa
Alchemilla lainzii,Alchemilla lainzii S.E. Fröhner,TRUE,Alchemilla,lainzii,,Magnoliopsida,Rosales,Rosaceae,3028437,Alchemilla lainzii
Alchemilla lapeyrousii,Alchemilla lapeyrousii Buser,FALSE,Alchemilla,lapeyrousii,,Magnoliopsida,Rosales,Rosaceae,3027754,Alchemilla hybrida
Alchemilla legionensis,Alchemilla legionensis S.E. Fröhner,TRUE,Alchemilla,legionensis,,Magnoliopsida,Rosales,Rosaceae,3028487,Alchemilla legionensis
Alchemilla lucida,Alchemilla lucida Buser,FALSE,Alchemilla,lucida,,Magnoliopsida,Rosales,Rosaceae,3028930,Alchemilla lucida
Alchemilla lunaria,Alchemilla lunaria S.E. Fröhner,FALSE,Alchemilla,lunaria,,Magnoliopsida,Rosales,Rosaceae,3027860,Alchemilla lunaria
Alchemilla macrochira,Alchemilla macrochira S.E. Fröhner,TRUE,Alchemilla,macrochira,,Magnoliopsida,Rosales,Rosaceae,3028939,Alchemilla macrochira
Alchemilla melanoscytos,Alchemilla melanoscytos S.E. Fröhner,TRUE,Alchemilla,melanoscytos,,Magnoliopsida,Rosales,Rosaceae,3027846,Alchemilla melanoscytos
Alchemilla microcephala,Alchemilla microcephala S.E. Fröhner,TRUE,Alchemilla,microcephala,,Magnoliopsida,Rosales,Rosaceae,3028410,Alchemilla microcephala
Alchemilla montserratii,Alchemilla montserratii S.E. Fröhner,TRUE,Alchemilla,montserratii,,Magnoliopsida,Rosales,Rosaceae,3028923,Alchemilla montserratii
Alchemilla mystrostigma,Alchemilla mystrostigma S.E. Fröhner,TRUE,Alchemilla,mystrostigma,,Magnoliopsida,Rosales,Rosaceae,3028933,Alchemilla mystrostigma
Alchemilla nafarroana,Alchemilla nafarroana S.E. Fröhner,TRUE,Alchemilla,nafarroana,,Magnoliopsida,Rosales,Rosaceae,3028902,Alchemilla nafarroana
Alchemilla nieto-felineri,Alchemilla nieto-felineri S.E. Fröhner,TRUE,Alchemilla,nieto-felineri,,Magnoliopsida,Rosales,Rosaceae,3853046,Alchemilla nietofelineri
Alchemilla nudans,Alchemilla nudans S.E. Fröhner,TRUE,Alchemilla,nudans,,Magnoliopsida,Rosales,Rosaceae,3028870,Alchemilla nudans
Alchemilla oscensis,Alchemilla oscensis S.E. Fröhner,TRUE,Alchemilla,oscensis,,Magnoliopsida,Rosales,Rosaceae,3028520,Alchemilla oscensis
Alchemilla ozana,Alchemilla ozana S.E. Fröhner,TRUE,Alchemilla,ozana,,Magnoliopsida,Rosales,Rosaceae,3028490,Alchemilla ozana
Alchemilla pallens,Alchemilla pallens Buser,FALSE,Alchemilla,pallens,,Magnoliopsida,Rosales,Rosaceae,3028986,Alchemilla pallens
Alchemilla paupercula,Alchemilla paupercula S.E. Fröhner,TRUE,Alchemilla,paupercula,,Magnoliopsida,Rosales,Rosaceae,3028911,Alchemilla paupercula
Alchemilla pentaphyllea,Alchemilla pentaphyllea L.,FALSE,Alchemilla,pentaphyllea,,Magnoliopsida,Rosales,Rosaceae,3028493,Alchemilla pentaphyllea
