Taxon,Scientific_Name,Endemic,Genus,Species,Subspecies,Class,Order,Family,GBIF_id,POW_Name
Cachrys sicula,Cachrys sicula L.,FALSE,Cachrys,sicula,,Magnoliopsida,Apiales,Apiaceae,3634425,Cachrys sicula
Cakile maritima integrifolia,Cakile maritima integrifolia (Hornem.) Greuter & Burdet,FALSE,Cakile,maritima,integrifolia,Magnoliopsida,Brassicales,Brassicaceae,3048856,Cakile maritima subsp. integrifolia
Cakile maritima maritima,Cakile maritima maritima Scop.,FALSE,Cakile,maritima,maritima,Magnoliopsida,Brassicales,Brassicaceae,7225581,Cakile maritima
Calamagrostis arundinacea,Calamagrostis arundinacea (L.) Roth,FALSE,Calamagrostis,arundinacea,,Magnoliopsida,Poales,Poaceae,4109084,Calamagrostis arundinacea
Calamagrostis epigejos,Calamagrostis epigejos (L.) Roth,FALSE,Calamagrostis,epigejos,,Magnoliopsida,Poales,Poaceae,6431455,Calamagrostis epigejos
Calamagrostis pseudophragmites,Calamagrostis pseudophragmites (Haller fil.) Koeler,FALSE,Calamagrostis,pseudophragmites,,Magnoliopsida,Poales,Poaceae,4108217,Calamagrostis pseudophragmites
Calamintha grandiflora,Calamintha grandiflora (L.) Moench,FALSE,Calamintha,grandiflora,,Magnoliopsida,Lamiales,Lamiaceae,7309202,Drymosiphon grandiflorus
Calamintha nepeta nepeta,Calamintha nepeta nepeta (L.) Savi,FALSE,Calamintha,nepeta,nepeta,Magnoliopsida,Lamiales,Lamiaceae,7309157,Clinopodium nepeta nepeta
Calamintha nepeta sylvatica,Calamintha nepeta sylvatica (Bromf.) R. Morales,FALSE,Calamintha,nepeta,sylvatica,Magnoliopsida,Lamiales,Lamiaceae,8275005,Clinopodium menthifolium subsp. menthifolium
Calamintha rouyana,Calamintha rouyana (Briq.) Rouy,TRUE,Calamintha,rouyana,,Magnoliopsida,Lamiales,Lamiaceae,5610246,Clinopodium rouyanum
Calendula arvensis,Calendula arvensis L.,FALSE,Calendula,arvensis,,Magnoliopsida,Asterales,Asteraceae,9182765,Calendula arvensis
Calendula suffruticosa algarbiensis,Calendula suffruticosa algarbiensis (Boiss.) Nyman,TRUE,Calendula,suffruticosa,algarbiensis,Magnoliopsida,Asterales,Asteraceae,5929436,Calendula algarbiensis
Calendula suffruticosa carbonellii,Calendula suffruticosa carbonellii Ohle,TRUE,Calendula,suffruticosa,carbonellii,Magnoliopsida,Asterales,Asteraceae,5694243,Calendula suffruticosa subsp. carbonellii
Calendula suffruticosa cinerea,Calendula suffruticosa cinerea (Ohle) P.Silveira & A.C.Gonç.,TRUE,Calendula,suffruticosa,cinerea,Magnoliopsida,Asterales,Asteraceae,9399580,Calendula suffruticosa subsp. cinerea
Calendula suffruticosa greuteri,Calendula suffruticosa greuteri Ohle,TRUE,Calendula,suffruticosa,greuteri,Magnoliopsida,Asterales,Asteraceae,5694240,Calendula suffruticosa subsp. greuteri
Calendula suffruticosa lusitanica,Calendula suffruticosa lusitanica (Boiss.) Ohle,FALSE,Calendula,suffruticosa,lusitanica,Magnoliopsida,Asterales,Asteraceae,5694237,Calendula suffruticosa subsp. lusitanica
Calendula suffruticosa marginata,Calendula suffruticosa marginata (Willd.) Maire,TRUE,Calendula,suffruticosa,marginata,Magnoliopsida,Asterales,Asteraceae,6077729,Calendula marginata
Calendula suffruticosa tomentosa,Calendula suffruticosa tomentosa (Desf. ex Ball) Murb.,TRUE,Calendula,suffruticosa,tomentosa,Magnoliopsida,Asterales,Asteraceae,5929434,Calendula tomentosa
Calendula suffruticosa trialata,Calendula suffruticosa trialata P.Silveira & A.C.Gonç.,FALSE,Calendula,suffruticosa,trialata,Magnoliopsida,Asterales,Asteraceae,10276644,Calendula suffruticosa subsp. trialata
Calendula suffruticosa vejerensis,Calendula suffruticosa vejerensis P.Silveira & A.C.Gonç.,TRUE,Calendula,suffruticosa,vejerensis,Magnoliopsida,Asterales,Asteraceae,10011497,Calendula suffruticosa subsp. vejerensis
Calendula tripterocarpa,Calendula tripterocarpa Rupr.,FALSE,Calendula,tripterocarpa,,Magnoliopsida,Asterales,Asteraceae,5391464,Calendula tripterocarpa
Calepina irregularis,Calepina irregularis (Asso) Thell.,FALSE,Calepina,irregularis,,Magnoliopsida,Brassicales,Brassicaceae,3048782,Calepina irregularis
Calicotome infesta,Calicotome infesta (C. Presl) Guss.,FALSE,Calicotome,infesta,,Magnoliopsida,Fabales,Fabaceae,2956369,Calicotome infesta
Calicotome intermedia,Calicotome intermedia C. Presl,FALSE,Calicotome,intermedia,,Magnoliopsida,Fabales,Fabaceae,4929572,Calicotome intermedia
Calicotome spinosa,Calicotome spinosa (L.) Link,FALSE,Calicotome,spinosa,,Magnoliopsida,Fabales,Fabaceae,2956359,Calicotome spinosa
Calicotome villosa,Calicotome villosa (Poir.) Link,FALSE,Calicotome,villosa,,Magnoliopsida,Fabales,Fabaceae,2956364,Calicotome villosa
Callianthemum coriandrifolium,Callianthemum coriandrifolium Rchb.,FALSE,Callianthemum,coriandrifolium,,Magnoliopsida,Ranunculales,Ranunculaceae,3927319,Callianthemum coriandrifolium
Callipeltis cucullaris,Callipeltis cucullaris (L.) Steven,FALSE,Callipeltis,cucullaris,,Magnoliopsida,Gentianales,Rubiaceae,3848587,Callipeltis cucullaris
Callitriche brutia,Callitriche brutia Petagna,FALSE,Callitriche,brutia,,Magnoliopsida,Lamiales,Plantaginaceae,8402883,Callitriche brutia
Callitriche cribrosa,Callitriche cribrosa Schotsman,FALSE,Callitriche,cribrosa,,Magnoliopsida,Lamiales,Plantaginaceae,8354737,Callitriche cribrosa
Callitriche hamulata,Callitriche hamulata Kütz. ex W.D.J. Koch,FALSE,Callitriche,hamulata,,Magnoliopsida,Lamiales,Plantaginaceae,8347953,Callitriche hamulata
Callitriche lusitanica,Callitriche lusitanica Schotsman,FALSE,Callitriche,lusitanica,,Magnoliopsida,Lamiales,Plantaginaceae,7686018,Callitriche lusitanica
Callitriche obtusangula,Callitriche obtusangula Le Gall,FALSE,Callitriche,obtusangula,,Magnoliopsida,Lamiales,Plantaginaceae,7647358,Callitriche obtusangula
Callitriche palustris,Callitriche palustris L.,FALSE,Callitriche,palustris,,Magnoliopsida,Lamiales,Plantaginaceae,5372484,Callitriche palustris
Callitriche platycarpa,Callitriche platycarpa Kütz.,FALSE,Callitriche,platycarpa,,Magnoliopsida,Lamiales,Plantaginaceae,7886879,Callitriche platycarpa
Callitriche regis-jubae,Callitriche regis-jubae Schotsman,FALSE,Callitriche,regis-jubae,,Magnoliopsida,Lamiales,Plantaginaceae,8336520,Callitriche regis-jubae
Callitriche stagnalis,Callitriche stagnalis Scop.,FALSE,Callitriche,stagnalis,,Magnoliopsida,Lamiales,Plantaginaceae,5372487,Callitriche stagnalis
Callitriche truncata occidentalis,Callitriche truncata occidentalis (Rouy) Schotsman,FALSE,Callitriche,truncata,occidentalis,Magnoliopsida,Lamiales,Plantaginaceae,7903930,Callitriche truncata subsp. occidentalis
Calluna vulgaris,Calluna vulgaris (L.) Hull,FALSE,Calluna,vulgaris,,Magnoliopsida,Ericales,Ericaceae,2882482,Calluna vulgaris
Caltha palustris,Caltha palustris L.,FALSE,Caltha,palustris,,Magnoliopsida,Ranunculales,Ranunculaceae,5371685,Caltha palustris
Calystegia sepium,Calystegia sepium (L.) R. Br.,FALSE,Calystegia,sepium,,Magnoliopsida,Solanales,Convolvulaceae,2928441,Calystegia sepium
Calystegia silvatica disjuncta,Calystegia silvatica disjuncta Brummitt,FALSE,Calystegia,silvatica,disjuncta,Magnoliopsida,Solanales,Convolvulaceae,3678567,Calystegia silvatica subsp. disjuncta
Calystegia soldanella,Calystegia soldanella (L.) R. Br.,FALSE,Calystegia,soldanella,,Magnoliopsida,Solanales,Convolvulaceae,7646357,Calystegia soldanella
Camelina microcarpa,Camelina microcarpa Andrz. ex DC.,FALSE,Camelina,microcarpa,,Magnoliopsida,Brassicales,Brassicaceae,3042416,Camelina microcarpa
Campanula adsurgens,Campanula adsurgens Levier & Leresche,TRUE,Campanula,adsurgens,,Magnoliopsida,Asterales,Campanulaceae,5409922,Campanula arvatica subsp. adsurgens
Campanula affinis,Campanula affinis Schult.,TRUE,Campanula,affinis,,Magnoliopsida,Asterales,Campanulaceae,7988017,Campanula speciosa subsp. affinis
Campanula alata,Campanula alata Desf.,FALSE,Campanula,alata,,Magnoliopsida,Asterales,Campanulaceae,5410024,Campanula alata
Campanula arvatica,Campanula arvatica Lag.,TRUE,Campanula,arvatica,,Magnoliopsida,Asterales,Campanulaceae,5409919,Campanula arvatica
Campanula cabezudoi,Campanula cabezudoi Cano-Maq. & Talavera,TRUE,Campanula,cabezudoi,,Magnoliopsida,Asterales,Campanulaceae,5411079,Campanula cabezudoi
Campanula cantabrica,Campanula cantabrica Feer,TRUE,Campanula,cantabrica,,Magnoliopsida,Asterales,Campanulaceae,5412003,Campanula cantabrica
Campanula cochleariifolia,Campanula cochleariifolia Lam.,FALSE,Campanula,cochleariifolia,,Magnoliopsida,Asterales,Campanulaceae,5410194,Campanula cochleariifolia
Campanula decumbens,Campanula decumbens A. DC.,TRUE,Campanula,decumbens,,Magnoliopsida,Asterales,Campanulaceae,5410156,Campanula decumbens
Campanula dichotoma,Campanula dichotoma L.,FALSE,Campanula,dichotoma,,Magnoliopsida,Asterales,Campanulaceae,5411576,Campanula dichotoma
Campanula erinus,Campanula erinus L.,FALSE,Campanula,erinus,,Magnoliopsida,Asterales,Campanulaceae,5409852,Campanula erinus
Campanula fastigiata,Campanula fastigiata Dufour ex A. DC.,FALSE,Campanula,fastigiata,,Magnoliopsida,Asterales,Campanulaceae,5410417,Campanula fastigiata
Campanula glomerata,Campanula glomerata L.,FALSE,Campanula,glomerata,,Magnoliopsida,Asterales,Campanulaceae,5409933,Campanula glomerata
Campanula herminii,Campanula herminii Hoffmanns. & Link,TRUE,Campanula,herminii,,Magnoliopsida,Asterales,Campanulaceae,5410544,Campanula herminii
Campanula jaubertiana,Campanula jaubertiana Timb.-Lagr.,TRUE,Campanula,jaubertiana,,Magnoliopsida,Asterales,Campanulaceae,5411717,Campanula jaubertiana
Campanula latifolia,Campanula latifolia L.,FALSE,Campanula,latifolia,,Magnoliopsida,Asterales,Campanulaceae,5411408,Campanula latifolia
Campanula lusitanica lusitanica,Campanula lusitanica lusitanica L.,FALSE,Campanula,lusitanica,lusitanica,Magnoliopsida,Asterales,Campanulaceae,6712467,Campanula lusitanica
Campanula lusitanica specularioides,Campanula lusitanica specularioides (Coss.) Aldasoro & L. Sáez,TRUE,Campanula,lusitanica,specularioides,Magnoliopsida,Asterales,Campanulaceae,5411433,Campanula specularioides
Campanula mariae-ceballosiae,"Campanula mariae-ceballosiae Fern.Prieto, Arjona, Sanna & Cires",TRUE,Campanula,mariae-ceballosiae,,Magnoliopsida,Asterales,Campanulaceae,----,----
Campanula matritensis,Campanula matritensis A.DC.,TRUE,Campanula,matritensis,,Magnoliopsida,Asterales,Campanulaceae,5411439,Campanula matritensis
Campanula mollis,Campanula mollis L.,FALSE,Campanula,mollis,,Magnoliopsida,Asterales,Campanulaceae,5411656,Campanula mollis
Campanula patula,Campanula patula L.,FALSE,Campanula,patula,,Magnoliopsida,Asterales,Campanulaceae,5410564,Campanula patula
Campanula persicifolia,Campanula persicifolia L.,FALSE,Campanula,persicifolia,,Magnoliopsida,Asterales,Campanulaceae,5411475,Campanula persicifolia
Campanula precatoria,Campanula precatoria Timb.-Lagr.,TRUE,Campanula,precatoria,,Magnoliopsida,Asterales,Campanulaceae,5411964,Campanula precatoria
Campanula rapunculoides,Campanula rapunculoides L.,FALSE,Campanula,rapunculoides,,Magnoliopsida,Asterales,Campanulaceae,5410436,Campanula rapunculoides
Campanula rapunculus,Campanula rapunculus L.,FALSE,Campanula,rapunculus,,Magnoliopsida,Asterales,Campanulaceae,5411920,Campanula rapunculus
Campanula rotundifolia hispanica,Campanula rotundifolia hispanica (Willk.) O. Bolós & Vigo,FALSE,Campanula,rotundifolia,hispanica,Magnoliopsida,Asterales,Campanulaceae,7970292,Campanula hispanica
Campanula rotundifolia rotundifolia,Campanula rotundifolia rotundifolia L.,FALSE,Campanula,rotundifolia,rotundifolia,Magnoliopsida,Asterales,Campanulaceae,8152257,Campanula rotundifolia
Campanula scheuchzeri,Campanula scheuchzeri Vill.,FALSE,Campanula,scheuchzeri,,Magnoliopsida,Asterales,Campanulaceae,5410226,Campanula scheuchzeri
Campanula semisecta,Campanula semisecta Murb.,TRUE,Campanula,semisecta,,Magnoliopsida,Asterales,Campanulaceae,5411702,Campanula semisecta
Campanula speciosa,Campanula speciosa Pourr.,FALSE,Campanula,speciosa,,Magnoliopsida,Asterales,Campanulaceae,5409974,Campanula speciosa
Campanula trachelium,Campanula trachelium L.,FALSE,Campanula,trachelium,,Magnoliopsida,Asterales,Campanulaceae,5412014,Campanula trachelium
Camphorosma monspeliaca monspeliaca,Camphorosma monspeliaca monspeliaca L.,FALSE,Camphorosma,monspeliaca,monspeliaca,Magnoliopsida,Caryophyllales,Chenopodiaceae,7219487,Camphorosma monspeliaca
Capparis spinosa rupestris,Capparis spinosa rupestris (Sm.) Nyman,FALSE,Capparis,spinosa,rupestris,Magnoliopsida,Brassicales,Capparaceae,6712580,Capparis rupestris
Capparis spinosa spinosa,Capparis spinosa spinosa L.,FALSE,Capparis,spinosa,spinosa,Magnoliopsida,Brassicales,Capparaceae,7273380,Capparis spinosa
Capparis zoharyi,"Capparis zoharyi Inocencio, D.Rivera, Obón & Alcaraz",FALSE,Capparis,zoharyi,,Magnoliopsida,Brassicales,Capparaceae,5602249,Capparis spinosa var. aegyptia
Capsella bursa-pastoris,Capsella bursa-pastoris (L.) Medik.,FALSE,Capsella,bursa-pastoris,,Magnoliopsida,Brassicales,Brassicaceae,5375388,Capsella bursa-pastoris
Caralluma europaea,Caralluma europaea (Guss.) N.E. Br.,FALSE,Caralluma,europaea,,Magnoliopsida,Gentianales,Apocynaceae,3578145,Apteranthes europaea
Caralluma munbyana,Caralluma munbyana (Decne. ex Munby) N.E. Br.,FALSE,Caralluma,munbyana,,Magnoliopsida,Gentianales,Apocynaceae,7312281,Apteranthes munbyana
Cardamine amara pyrenaea,Cardamine amara pyrenaea Sennen ,TRUE,Cardamine,amara,pyrenaea,Magnoliopsida,Brassicales,Brassicaceae,3046053,Cardamine pyrenaea
Cardamine amporitana,Cardamine amporitana Sennen & Pau ,TRUE,Cardamine,amporitana,,Magnoliopsida,Brassicales,Brassicaceae,3046050,Cardamine amporitana
Cardamine bellidifolia alpina,Cardamine bellidifolia alpina (Willd.) B.M.G. Jones,FALSE,Cardamine,bellidifolia,alpina,Magnoliopsida,Brassicales,Brassicaceae,3046159,Cardamine alpina
Cardamine castellana,Cardamine castellana Lihová & Marhold,TRUE,Cardamine,castellana,,Magnoliopsida,Brassicales,Brassicaceae,3045929,Cardamine castellana
Cardamine flexuosa,Cardamine flexuosa With.,FALSE,Cardamine,flexuosa,,Magnoliopsida,Brassicales,Brassicaceae,3046076,Cardamine flexuosa
Cardamine heptaphylla,Cardamine heptaphylla (Vill.) O.E. Schulz,FALSE,Cardamine,heptaphylla,,Magnoliopsida,Brassicales,Brassicaceae,3045634,Cardamine heptaphylla
Cardamine hirsuta,Cardamine hirsuta L.,FALSE,Cardamine,hirsuta,,Magnoliopsida,Brassicales,Brassicaceae,3046258,Cardamine hirsuta
Cardamine impatiens impatiens,Cardamine impatiens impatiens L.,FALSE,Cardamine,impatiens,impatiens,Magnoliopsida,Brassicales,Brassicaceae,6306689,Cardamine impatiens
Cardamine parviflora,Cardamine parviflora L.,FALSE,Cardamine,parviflora,,Magnoliopsida,Brassicales,Brassicaceae,3046092,Cardamine parviflora
Cardamine pentaphyllos,Cardamine pentaphyllos (L.) Crantz,FALSE,Cardamine,pentaphyllos,,Magnoliopsida,Brassicales,Brassicaceae,3045840,Cardamine pentaphyllos
Cardamine pratensis nuriae,Cardamine pratensis nuriae (Sennen) Sennen,TRUE,Cardamine,pratensis,nuriae,Magnoliopsida,Brassicales,Brassicaceae,3045997,Cardamine crassifolia
Cardamine pratensis pratensis,Cardamine pratensis pratensis L.,FALSE,Cardamine,pratensis,pratensis,Magnoliopsida,Brassicales,Brassicaceae,3045753,Cardamine pratensis
Cardamine raphanifolia gallaecica,Cardamine raphanifolia gallaecica M. Laínz,TRUE,Cardamine,raphanifolia,gallaecica,Magnoliopsida,Brassicales,Brassicaceae,7658712,Cardamine raphanifolia subsp. gallaecica
Cardamine raphanifolia raphanifolia,Cardamine raphanifolia raphanifolia Pourr.,FALSE,Cardamine,raphanifolia,raphanifolia,Magnoliopsida,Brassicales,Brassicaceae,7225651,Cardamine raphanifolia
Cardamine resedifolia,Cardamine resedifolia L.,FALSE,Cardamine,resedifolia,,Magnoliopsida,Brassicales,Brassicaceae,3045872,Cardamine resedifolia
Cardaria draba draba,Cardaria draba draba (L.) Desv.,FALSE,Cardaria,draba,draba,Magnoliopsida,Brassicales,Brassicaceae,3052307,Lepidium draba
Carduncellus arborescens,Carduncellus arborescens (L.) Sweet,FALSE,Carduncellus,arborescens,,Magnoliopsida,Asterales,Asteraceae,3138371,Carthamus arborescens
Carduncellus balearicus,Carduncellus balearicus (J.J. Rodr.) G. López,TRUE,Carduncellus,balearicus,,Magnoliopsida,Asterales,Asteraceae,8088443,Carthamus balearicus
Carduncellus caeruleus,Carduncellus caeruleus (L.) C. Presl,FALSE,Carduncellus,caeruleus,,Magnoliopsida,Asterales,Asteraceae,3138287,Carthamus caeruleus
Carduncellus cuatrecasasii,Carduncellus cuatrecasasii G. López,TRUE,Carduncellus,cuatrecasasii,,Magnoliopsida,Asterales,Asteraceae,4215125,Carthamus hispanicus subsp. macrocephalus
Carduncellus dianius,Carduncellus dianius Webb,TRUE,Carduncellus,dianius,,Magnoliopsida,Asterales,Asteraceae,9643828,Carthamus dianius
Carduncellus hispanicus araneosus,Carduncellus hispanicus araneosus (Boiss. & Reut.) G. López,TRUE,Carduncellus,hispanicus,araneosus,Magnoliopsida,Asterales,Asteraceae,4215083,Carthamus hispanicus subsp. araneosus
Carduncellus hispanicus hispanicus,Carduncellus hispanicus hispanicus Boiss. ex DC.,TRUE,Carduncellus,hispanicus,hispanicus,Magnoliopsida,Asterales,Asteraceae,6302856,Carthamus hispanicus
Carduncellus hispanicus intercedens,Carduncellus hispanicus intercedens (Degen & Hervier) G. López,TRUE,Carduncellus,hispanicus,intercedens,Magnoliopsida,Asterales,Asteraceae,9441178,Carthamus hispanicus subsp. araneosus
Carduncellus mitissimus,Carduncellus mitissimus (L.) DC.,FALSE,Carduncellus,mitissimus,,Magnoliopsida,Asterales,Asteraceae,3138354,Carthamus mitissimus
Carduncellus monspelliensium,Carduncellus monspelliensium All.,FALSE,Carduncellus,monspelliensium,,Magnoliopsida,Asterales,Asteraceae,3138324,Carthamus carduncellus subsp. carduncellus
Carduus acicularis,Carduus acicularis Bertol.,FALSE,Carduus,acicularis,,Magnoliopsida,Asterales,Asteraceae,3114766,Carduus acicularis
Carduus asturicus,Carduus asturicus Franco,TRUE,Carduus,asturicus,,Magnoliopsida,Asterales,Asteraceae,3114595,Carduus asturicus
Carduus bourgeanus,Carduus bourgeanus Boiss. & Reut.,FALSE,Carduus,bourgeanus,,Magnoliopsida,Asterales,Asteraceae,7262092,Carduus bourgeanus
Carduus broteri,Carduus broteri (Welw. ex Mariz) Cout.,TRUE,Carduus,broteri,,Magnoliopsida,Asterales,Asteraceae,9651039,Carduus broteroi
Carduus carlinifolius,Carduus carlinifolius Lam.,FALSE,Carduus,carlinifolius,,Magnoliopsida,Asterales,Asteraceae,6063705,Carduus carlinifolius
Carduus carlinoides carlinoides,Carduus carlinoides carlinoides Gouan,FALSE,Carduus,carlinoides,carlinoides,Magnoliopsida,Asterales,Asteraceae,7066704,Carduus carlinoides subsp. carlinoides
Carduus carlinoides hispanicus,Carduus carlinoides hispanicus (Kazmi) Franco,TRUE,Carduus,carlinoides,hispanicus,Magnoliopsida,Asterales,Asteraceae,4214118,Carduus carlinoides subsp. hispanicus
Carduus carpetanus braun-blanquetii,Carduus carpetanus braun-blanquetii (P. Monts.) Rivas Mart.,TRUE,Carduus,carpetanus,braun-blanquetii,Magnoliopsida,Asterales,Asteraceae,4214094,Carduus carpetanus subsp. braun-blanquetii
Carduus carpetanus carpetanus,Carduus carpetanus carpetanus Boiss. & Reut.,TRUE,Carduus,carpetanus,carpetanus,Magnoliopsida,Asterales,Asteraceae,7222566,Carduus carpetanus subsp. carpetanus
Carduus crispus multiflorus,Carduus crispus multiflorus (Gaudin) Franco,FALSE,Carduus,crispus,multiflorus,Magnoliopsida,Asterales,Asteraceae,4213805,Carduus crispus subsp. multiflorus
Carduus defloratus medius,Carduus defloratus medius (Gouan) Bonnier,FALSE,Carduus,defloratus,medius,Magnoliopsida,Asterales,Asteraceae,6290109,Carduus medius
Carduus ibicensis,Carduus ibicensis (Devesa & Talavera) Rosselló & N. Torres,TRUE,Carduus,ibicensis,,Magnoliopsida,Asterales,Asteraceae,3114770,Carduus ibicensis
Carduus meonanthus meonanthus,Carduus meonanthus meonanthus Hoffmanns. & Link ,FALSE,Carduus,meonanthus,meonanthus,Magnoliopsida,Asterales,Asteraceae,7066709,Carduus meonanthus subsp. meonanthus
Carduus meonanthus valentinus,Carduus meonanthus valentinus (Boiss. & Reut.) Devesa & Talavera,TRUE,Carduus,meonanthus,valentinus,Magnoliopsida,Asterales,Asteraceae,4212439,Carduus meonanthus subsp. valentinus
Carduus myriacanthus,Carduus myriacanthus Salzm. ex DC.,FALSE,Carduus,myriacanthus,,Magnoliopsida,Asterales,Asteraceae,3114589,Carduus myriacanthus
Carduus nigrescens hispanicus,Carduus nigrescens hispanicus (Franco) O. Bolós & Vigo,TRUE,Carduus,nigrescens,hispanicus,Magnoliopsida,Asterales,Asteraceae,4212202,Carduus nigrescens subsp. hispanicus
Carduus nigrescens nigrescens,Carduus nigrescens nigrescens Vill.,FALSE,Carduus,nigrescens,nigrescens,Magnoliopsida,Asterales,Asteraceae,7222569,Carduus nigrescens subsp. nigrescens
Carduus nutans,Carduus nutans L.,FALSE,Carduus,nutans,,Magnoliopsida,Asterales,Asteraceae,8185959,Carduus nutans
Carduus paui,Carduus paui Devesa & Talavera,TRUE,Carduus,paui,,Magnoliopsida,Asterales,Asteraceae,4211877,Carduus defloratus subsp. paui
Carduus platypus granatensis,Carduus platypus granatensis (Willk.) Nyman,TRUE,Carduus,platypus,granatensis,Magnoliopsida,Asterales,Asteraceae,4211793,Carduus nutans subsp. granatensis
Carduus platypus platypus,Carduus platypus platypus Lange,TRUE,Carduus,platypus,platypus,Magnoliopsida,Asterales,Asteraceae,9666315,Carduus nutans subsp. platypus
Carduus pycnocephalus,Carduus pycnocephalus L.,FALSE,Carduus,pycnocephalus,,Magnoliopsida,Asterales,Asteraceae,3114667,Carduus pycnocephalus
Carduus rivasgodayanus,Carduus rivasgodayanus Devesa & Talavera,TRUE,Carduus,rivasgodayanus,,Magnoliopsida,Asterales,Asteraceae,3114634,Carduus rivasgodayanus
Carduus santacreui,Carduus santacreui (Devesa & Talavera) Devesa,TRUE,Carduus,santacreui,,Magnoliopsida,Asterales,Asteraceae,9292606,Carduus santacreui
Carduus tenuiflorus,Carduus tenuiflorus Curtis,FALSE,Carduus,tenuiflorus,,Magnoliopsida,Asterales,Asteraceae,3114627,Carduus tenuiflorus
Carduus vivariensis,Carduus vivariensis Jord.,FALSE,Carduus,vivariensis,,Magnoliopsida,Asterales,Asteraceae,4210773,Carduus vivariensis
Carex acuta,Carex acuta L.,FALSE,Carex,acuta,,Magnoliopsida,Poales,Cyperaceae,2722833,Carex acuta
Carex acutiformis,Carex acutiformis Ehrh.,FALSE,Carex,acutiformis,,Magnoliopsida,Poales,Cyperaceae,2723099,Carex acutiformis
Carex alba,Carex alba Scop.,FALSE,Carex,alba,,Magnoliopsida,Poales,Cyperaceae,2725766,Carex alba
Carex arenaria,Carex arenaria L.,FALSE,Carex,arenaria,,Magnoliopsida,Poales,Cyperaceae,2721897,Carex arenaria
Carex asturica,Carex asturica Boiss.,TRUE,Carex,asturica,,Magnoliopsida,Poales,Cyperaceae,2722460,Carex asturica
Carex atrata atrata,Carex atrata atrata L.,FALSE,Carex,atrata,atrata,Magnoliopsida,Poales,Cyperaceae,7227142,Carex atrata subsp. atrata
Carex austroalpina,Carex austroalpina Bech.,FALSE,Carex,austroalpina,,Magnoliopsida,Poales,Cyperaceae,2728864,Carex austroalpina
Carex bicolor,Carex bicolor All.,FALSE,Carex,bicolor,,Magnoliopsida,Poales,Cyperaceae,2722817,Carex bicolor
Carex binervis,Carex binervis Sm.,FALSE,Carex,binervis,,Magnoliopsida,Poales,Cyperaceae,2723521,Carex binervis
Carex brachystachys,Carex brachystachys Schrank,FALSE,Carex,brachystachys,,Magnoliopsida,Poales,Cyperaceae,2724839,Carex brachystachys
Carex brevicollis,Carex brevicollis DC.,FALSE,Carex,brevicollis,,Magnoliopsida,Poales,Cyperaceae,2724832,Carex brevicollis
Carex brizoides,Carex brizoides L.,FALSE,Carex,brizoides,,Magnoliopsida,Poales,Cyperaceae,2721983,Carex brizoides
Carex camposii,Carex camposii Boiss. & Reut.,TRUE,Carex,camposii,,Magnoliopsida,Poales,Cyperaceae,2724515,Carex camposii
Carex canescens canescens,Carex canescens canescens L.,FALSE,Carex,canescens,canescens,Magnoliopsida,Poales,Cyperaceae,7227154,Carex canescens subsp. canescens
Carex capillaris,Carex capillaris L.,FALSE,Carex,capillaris,,Magnoliopsida,Poales,Cyperaceae,2729936,Carex capillaris
Carex caryophyllea,Carex caryophyllea Latourr.,FALSE,Carex,caryophyllea,,Magnoliopsida,Poales,Cyperaceae,2727655,Carex caryophyllea
Carex caudata,Carex caudata (Kük.) Pereda & M. Laínz,TRUE,Carex,caudata,,Magnoliopsida,Poales,Cyperaceae,2725627,Carex caudata
Carex cespitosa,Carex cespitosa L.,FALSE,Carex,cespitosa,,Magnoliopsida,Poales,Cyperaceae,2723925,Carex cespitosa
Carex curvula curvula,Carex curvula curvula All.,FALSE,Carex,curvula,curvula,Magnoliopsida,Poales,Cyperaceae,7227169,Carex curvula subsp. curvula
Carex curvula rosae,Carex curvula rosae Gilomen,FALSE,Carex,curvula,rosae,Magnoliopsida,Poales,Cyperaceae,2722126,Carex curvula subsp. rosae
Carex davalliana,Carex davalliana Sm.,FALSE,Carex,davalliana,,Magnoliopsida,Poales,Cyperaceae,2728143,Carex davalliana
Carex demissa,Carex demissa Hornem.,FALSE,Carex,demissa,,Magnoliopsida,Poales,Cyperaceae,2725414,Carex demissa
Carex depauperata,Carex depauperata Curtis ex With.,FALSE,Carex,depauperata,,Magnoliopsida,Poales,Cyperaceae,8065528,Carex depauperata
Carex depressa basilaris,Carex depressa basilaris (Jord.) Kerguélen,FALSE,Carex,depressa,basilaris,Magnoliopsida,Poales,Cyperaceae,2724460,Carex depressa subsp. basilaris
Carex depressa depressa,Carex depressa depressa Link,FALSE,Carex,depressa,depressa,Magnoliopsida,Poales,Cyperaceae,7227130,Carex depressa subsp. depressa
Carex diandra,Carex diandra Schrank,FALSE,Carex,diandra,,Magnoliopsida,Poales,Cyperaceae,2723156,Carex diandra
Carex digitata,Carex digitata L.,FALSE,Carex,digitata,,Magnoliopsida,Poales,Cyperaceae,2727038,Carex digitata
Carex distachya,Carex distachya Desf.,FALSE,Carex,distachya,,Magnoliopsida,Poales,Cyperaceae,2724954,Carex distachya
Carex distans,Carex distans L.,FALSE,Carex,distans,,Magnoliopsida,Poales,Cyperaceae,2726010,Carex distans
Carex disticha,Carex disticha Huds.,FALSE,Carex,disticha,,Magnoliopsida,Poales,Cyperaceae,2725082,Carex disticha
